text,year,location

Section 17. Amend § 2702(b)(1), Title 30 of the Delaware Code as effective both until and on and after January 1, 2014 by inserting after ""manufacturer"" and before the words ""shall pay"" the phrase "", except those subject to paragraph (b)(2) of this section,"".

Section 18. Amend § 2702(b)(2), Title 30 of the Delaware Code as effective both until and on and after January 1, 2014 by striking the first occurrence of the word ""paragraph"" and substituting in lieu thereof the word ""paragraphs"" and by inserting immediately after the phrase ""(b)(1)"" and before the word ""of"" immediately following, the phrase ""or (2)"".

Section 19. Redesignate § 2702(b)(2), as amended by Section 18 and as effective both until and on and after January 1, 2014, as § 2702(b)(3) and insert a new § 2702(b)(2) as follows:

""(2) For taxable periods beginning after June 30, 2011 and ending on or before December 31, 2013, in addition to the license fee required by subsection (a) of this section, every clean energy technology device manufacturer shall pay, a license fee of 0.1458% of the aggregate gross receipts of such clean energy technology device manufacturer, which fee shall be payable monthly on or before the twentieth day of each month with respect to the aggregate gross receipts for the immediately preceding month. For taxable periods beginning on or after January 1, 2014, in addition to the license fee required by subsection (a) of this section, every clean energy technology device manufacturer shall pay a license fee of 0.135% of the aggregate gross receipts of such clean energy technology device manufacturer, which fee shall be payable monthly on or before the twentieth day of each month with respect to the aggregate gross receipts for the immediately preceding month. In computing the fee due on such aggregate gross receipts for each month, there shall be allowed a deduction of $1,000,000. For purposes of this subsection, all branches or entities comprising an enterprise with common ownership or common direction and control shall be allowed only 1 monthly deduction from the aggregate gross receipts of the entire enterprise. The monthly returns shall be accompanied by a certified statement on such forms as the Department of Finance shall require in computing the fee due."".

Section 20. If any provision of this Act or the application thereof to any person or circumstance is held invalid, such invalidity shall not affect other provisions or applications of the Act which can be given effect without the invalid provision or application, and to that end the provisions of this Act are declared to be severable.

Section 21. This Act shall become effective for taxable periods beginning after June 30, 2011.

Approved June 22, 2011


",2011.0,Delaware
"CHAPTER 241.

MUNICIPAL TAXES.

AN ACT relating to taxes for County and Municipal Purposes.

Be it enacted by the Senate and House of Representatives of the State of Delaware in General Assembly met, as follows:

SECTION 1. That the real estate of ""The Philadelphia, Wilmington and Baltimore Railroad Company"" and of…corporation within this State, excepting…said corporations as shall be included within the limits of the rights of way, or road beds of their respective lines of railroad, shall be subject to taxation and assessment for county and municipal purposes in the same manner as other like property of individuals is subject thereto for like purposes, any provisions of any existing law or laws to the contrary notwithstanding; Provided, however, that any building erected in whole or in part within the limits of any such right of way or roadbed shall not by reason of the exception therein made be exempted from assessment and taxation, although the land upon which building shall be wholly, or in part, located, is by this act expressly exempted therefrom.

Passed at Dover, March 31, 1887.",1887.0,Delaware
"CHAPTER 17.

OF THE REVENUES OF THE STATE.

AN ACT TO AMEND CHAPTER 24, VOLUME 14, LAWS OF DELAWARE, AS SUPPLEMENTED BY CHAPTER 364, VOLUME 14, LAWS OF DELAWARE, AND AS AMENDED BY CHAPTERS 1O AND 11, VOLUME 15, LAWS OF DELAWARE, ENTITLED ""AN ACT TO RAISE REVENUE FOR THE STATE BY TAXING MANUFACTURERS, AND FOR OTHER PURPOSES.""

Be it enacted by the Senate and House of Representatives of the State of Delaware in General Assembly met:

Section I. That Chapter 24, of Volume 14, as supplemented by Chapter 364 of Volume 14, and as amended by Chapters 10 and 11 of Volume 13, as codified on page 69 of the Revised Code, be and the same is hereby amended as follows, to wit:

That Section I of said Act be and the same is hereby amended by striking out all of said Section beginning at the beginning, and down to the words ""and provided further"" in the fifty-third line thereof, and inserting in lieu thereof the following words to wit:

That every individual, association of persons, firm or corporation engaged as owner or owners in the production or manufacture, by hand or machinery, of goods, wares or merchandise, or of any article or material, or any combination or composition of any articles or materials of every nature and substance whatsoever, except the usual farm products for home consumption or market purposes, and desiring to continue in said production or manufacture, shall annually hereafter, on or before the first day of June, take out a license to engage in said production or manufacture, for which said individual, association of persons, firm, or corporation shall pay, for the use of the State, the sum of five dollars to the Clerk of the Peace of the county in which such individual, association of persons, firm or corporation is engaged and desires to continue engaged in such production or manufacture; and every such individual, association of persons, firm or corporation, shall, on or before the first day of June, annually, hereafter, before taking out said license, file with the said Clerk of the Peace a true statement of the aggregate cost value of all real and personal property located in this State, and used by such individual, association of persons, firm, or corporation, in said production or manufacture.

The said statement shall be verified by the oath or affirmation of such individual, or one member of such firm or association of persons or of the president or other officer of such corporation, that such aggregate cost value does not exceed the sum named, and the said oath or affirmation may be taken before any person who, by the laws of this State, is duly authorized to administer the same. Every such individual, association of persons, firm or corporation, so as aforesaid, engaged and desiring to continue engaged in said production or manufacture, shall, on or before the said first day of June, annually, before taking out the said license, pay to the said Clerk of the Peace for the use of the State in addition to the above named sum of Five dollars, the further sum of one-twentieth of one per cent on the value of the real and personal estate used in said production or manufacture up to and including the sum of Three million dollars; on the value of said personal and real estate used in said production and manufacture in excess of Three million dollars and not exceeding Five million dollars, an annual tax of one-fortieth of one per cent; and the further sum of thirty dollars per annum for one million dollars or any part thereof on the value of said personal and real estate so used in said production and manufacture in excess of Five million dollars.

The license shall authorize the production or manufacture of goods, wares, merchandise, or of any article or material, or any combination of any article or -material only at one place, and for only one year from the first of June.

Approved March 12, A. D. 1901.",1901.0,Delaware
"


CHAPTER 198

FORMERLY

SENATE BILL NO. 71

AS AMENDED BY SENATE AMENDMENT NOS. 2, 3, 4 AND 6 AND HOUSE AMENDMENT NO. 1

AN ACT TO AMEND CHAPTERS 1, 21 AND 29 OF TITLE 21, DELAWARE CODE, RELATING TO MINIMUM INSURANCE COVERAGE REQUIREMENTS FOR ALL MOTOR VEHICLES REGISTERED IN THIS STATE.

BE IT ENACTED BY THE GENERAL ASSEMBLY OF THE STATE OF DELAWARE:

Section 1. Amend §2118(aX2) b, Chapter 21, Title 21, Section 2118, Delaware Code, by striking said subsection in its entirety and substituting in lieu thereof a new subsection b to read as follows:

""b The minimum insurance coverage which will satisfy the requirements of subparagraph a of this paragraph is a minimum limit for the total of all payments which must be made pursuant to that subsection of $15,000 for any one person and $30,000 for all persons injured in any one accident.""

Section 2. Amend §2118(a)(3), Chapter 21, Title 21, Delaware Code, by striking subsection (3) in Its entirety and substituting in lieu thereof a new subsection (3) to read as follows:

""(3) Compensation for damage to property arising as a result of an accident involving the motor vehicle, other than damage to a motor vehicle, aircraft, watercraft, self-propelled mobile equipment and any property in or upon any of the aforementioned, with the minimum limits of $10,000 for any one accident.""

Section 3. Amend §101(27) of Chapter 1, Title 21, Delaware Code, by striking said subsection in its entirety and by substituting in lieu thereof a new subsection (27) as follows:

""'Proof of financial responsibility' means proof of ability to respond in damages for liability on account of accidents occurring subsequent to the effective date of said proof arising out of ownership, maintenance or use of a motor vehicle in the amount of $15,000 because of bodily injury to or death of 1 person in any 1 accident, and, subject to such limit for 1 person, in the amount of $30,000 because of bodily injury to or death of 2 or more persons in any 1 accident and in the amount of $10,000 because of injury to or destruction of property of others In any 1 accident, or a combined single limit of $40,000.""

Section 4. Amend §2944(1) of Chapter 29, Title 21, Delaware Code, by striking the figure ""$10,006' as it appears therein and inserting in lieu thereof the figure 115,000"".

Section 5. Amend §2944(2) of Chapter 29, Title 21, Delaware Code, by striking the figure ""$10,000"" and ""$20,000"" as they appear in said subsection and inserting in lieu thereof the figures ""$15,000"" and 130,000"" respectively.

Section 6. Amend §2944(3) of Chapter 29, Title 21, Delaware Code, by striking the figure ""$5,000"" as it appears in said subsection (3) and inserting in lieu thereof the figure ""$10,006"".

Section 7. Amend §2951(a) of Chapter 29, Title 21, Delaware Code, by striking the figures ""$25,000"" wherever it appears and substituting in lieu thereof the figures ""$40,000"".

Section 8. Amend §2902(bX2), Chapter 29, Title 21, Delaware Code, by striking the figures ""$10,000"" and ""$20,000"" as they appear therein and substituting in lieu thereof the figures ""$15,000"" and ""$30,000"" respectively.

Section 9. This legislation shall become effective six (6) months from the date of signature by the Governor.

Approved July 19, 1983.",1983.0,Delaware
"


CHAPTER 122

FORMERLY

HOUSE BILL NO. 160

AN ACT TO AMEND CHAPTER 25 OF TITLE 18 OF THE DELAWARE CODE RELATING TO RATES AND RATING ORGANIZATIONS.

BE IT ENACTED BY THE GENERAL ASSEMBLY OF THE STATE OF DELAWARE:

Section 1. Amend §2503(a), Chapter 25, Title 18 of the Delaware Code by redesignating current paragraph ""(8)"" as new paragraph ""(9)"", and by adding thereto a new paragraph ""(8)"" to read as follows:

""(8) The Commissioner shall require insurers to file an actuarially justified reduction in rates for a 3-year period if all operators of a vessel voluntarily attend and successfully complete a boating safety education course which is approved by the Department of Natural Resources and Environmental Control for the purposes of §2221 of Title 23. The reduction shall be for any individually owned vessel used exclusively for noncommercial purposes. Voluntary attendance shall not include any attendance ordered as permitted by a court or required by the Department of Natural Resources and Environmental Control pursuant to any violations of Title 23.""

Section 2. This Act shall become effective I year after the date of enactment.

Approved July 3, 1995",1995.0,Delaware
">

LAWS OF DELAWARE

VOLUME 83

CHAPTER 322

151st GENERAL ASSEMBLY

FORMERLY

SENATE SUBSTITUTE NO. 1

FOR

SENATE BILL NO. 222

AS AMENDED BY

HOUSE AMENDMENT NO. 2

 

AN ACT TO AMEND TITLE 18 OF THE DELAWARE CODE RELATING TO RATES.

 

BE IT ENACTED BY THE GENERAL ASSEMBLY OF THE STATE OF DELAWARE:

Section 1. Amend § 2503, Title 18 of the Delaware Code by making deletions as shown by strike through and insertions as shown by underline as follows:

§ 2503. Making of rates [For applicability of this section, see 81 Del. Laws, c. 108, § 3] [Effective until Jan. 1, 2027].

(a) Rates must be made in accordance with the following provisions:

(12) a. Rate filings for health benefit plans may not include aggregate unit price growth for nonprofessional services that exceed the following:

1. In 2022, the greater of 3% or Core CPI plus 1%.

2. In 2023, the greater of 2.5% or Core CPI plus 1%.

3. In 2024, 2025, and 2026, the greater of 2% or Core CPI plus 1%.

b. For purposes of this paragraph (a)(12) and paragraphs (a)(13) and (a)(14) of this section:

1. “Core CPI” means the Consumer Price Index for All Urban Consumers, All Items Less Food & Energy, developed by the United States Bureau of Labor Statistics. the average of the 12 preceding bimonthly indices calculating the over-the-year changes of the Consumer Price Index for All Urban Consumers in the Philadelphia-Camden-Wilmington Area, All Items Less Food & Energy, developed by the United States Bureau of Labor Statistics.

2. “Health benefit plan” means as defined under §§ 3342A(a)(3)a. and 3559(a)(3)a. of this title.

3. “Inpatient hospital” means noncapitated facility services for medical, surgical, maternity, skilled nursing, and other services provided in an inpatient facility setting and billed by the facility.

4. “Nonprofessional services” means services categorized as inpatient hospital, outpatient hospital, and other medical services. “Nonprofessional services” does not include professional services.

5. “Other medical services” means noncapitated ambulance, home health care, durable medical equipment, prosthetics, supplies, and the facility component of vision exams, dental services, and other services when billed separately from the professional component.

6. “Outpatient hospital” means noncapitated facility services for surgery, emergency services, lab, radiology, therapy, observation, and other services provided in an outpatient facility setting and billed by the facility.

7. “Professional services” includes primary care, dental, specialist, therapy, the professional component of laboratory and radiology, and similar services, other than the facility fee component of hospital-based services.

c. The Commissioner shall annually determine the Core CPI by March 31 of the applicable rate filing year using the bimonthly indices ending with the bimonthly index issued in January of the applicable rate filing year.

d. The Commissioner shall annually communicate, under § 312(c) of this title, the determination under paragraph (a)(12)c. of this section to carriers.

Section 2. For purposes of rate filing year 2022, the Core CPI under § 2503(a)(12)a.1. of Title 18 of the Delaware Code is 4.5%.

Section 3. Section 1 of this Act expires on January 1, 2027.

 

Approved June 14, 2022

 ",2022.0,Delaware
